"id","gender","birthyr","race","educ","faminc","inputstate","pid3","pid7","votereg","ideo5","newsint","marstat","child18","employ","presvote16post","region"
371823339,1,1993,1,2,4,39,3,5,1,3,2,1,1,7,3,2
398212310,1,2000,1,2,97,51,5,8,3,2,5,6,2,8,7,3
392933925,1,2000,1,1,1,34,2,7,1,4,1,5,2,8,2,1
372445135,1,1994,1,2,2,55,3,3,2,3,3,5,2,6,7,2
392602384,1,1994,1,2,6,12,1,2,1,3,1,5,2,2,1,3
384971789,1,1999,1,2,5,39,2,7,2,5,1,5,2,8,7,2
343805405,1,1989,1,2,3,29,3,4,1,3,2,1,1,1,1,2
406500387,1,1997,1,2,4,42,1,2,2,2,1,5,2,4,7,1
390083210,1,1997,1,2,8,12,3,5,1,5,1,5,2,8,2,3
374540683,1,1997,1,2,1,5,4,4,1,5,2,5,2,2,2,3
377961492,1,1990,1,2,2,21,3,4,1,3,3,5,2,2,7,3
383823390,1,2000,1,1,5,55,5,3,2,6,3,5,2,8,7,2
377014945,1,2000,1,1,97,13,3,4,2,1,1,5,2,8,7,3
315725871,1,1990,1,2,6,6,2,6,1,3,2,1,2,1,1,4
402412100,1,1995,1,2,2,42,3,4,2,1,1,5,2,8,7,1
374638081,1,2000,1,2,97,47,2,7,2,5,3,5,2,8,7,3
337717162,1,1995,1,2,2,21,1,2,2,3,2,5,2,2,7,3
358384977,1,1993,1,2,6,25,3,5,1,3,1,5,2,1,2,1
378159739,1,1989,1,2,8,42,3,3,1,2,1,6,2,7,1,1
378919960,1,1997,1,1,97,41,5,4,3,6,5,6,2,9,7,4
414058630,1,2000,1,2,6,18,2,6,2,4,2,5,2,8,7,2
396844167,1,1994,1,1,4,12,3,5,1,2,3,1,1,8,2,3
409260627,1,1999,1,1,10,34,1,1,1,1,1,5,2,2,1,1
385788752,1,2000,1,2,97,47,2,7,2,5,4,5,2,8,7,3
369442002,1,1999,1,2,97,49,4,4,2,5,1,5,2,1,6,4
374206867,1,2000,1,1,9,39,2,7,1,5,1,5,2,8,7,2
403624836,1,1998,1,2,5,50,4,4,1,1,1,5,2,2,4,1
405240401,1,1998,1,2,97,36,5,8,2,6,4,5,2,8,7,1
396286323,1,1998,1,2,3,13,1,1,1,1,2,5,2,8,1,3
402802336,1,2000,1,1,10,55,1,1,2,1,1,5,2,8,7,2
390393254,1,1999,1,1,97,6,1,2,2,2,2,5,2,8,7,4
382265925,1,2000,1,2,11,42,3,4,1,2,1,5,2,2,1,1
387216388,1,1997,1,2,1,12,1,2,2,3,1,5,2,1,7,3
387291015,1,1993,1,2,3,6,3,4,1,3,1,5,2,1,2,4
376059683,1,1992,1,2,1,6,3,5,3,3,2,5,2,2,7,4
380962707,1,1993,1,2,2,28,3,4,1,5,1,5,2,4,3,3
377192262,1,1993,1,2,3,55,3,4,2,3,4,1,1,1,7,2
291038390,1,1989,1,2,2,51,2,6,1,3,4,5,2,6,2,3
368602492,1,1997,1,2,7,55,2,6,1,4,1,5,2,1,2,2
306761888,1,1992,1,2,5,26,1,2,1,3,3,5,2,4,2,2
368104729,1,1996,1,2,9,12,3,4,1,4,1,5,2,8,3,3
387316222,1,1993,1,2,11,39,1,2,2,2,4,5,2,4,7,2
413081612,1,2000,1,1,10,36,1,2,2,3,1,5,2,8,7,1
411399316,1,1995,1,2,4,25,3,5,1,3,1,5,2,4,2,1
382581968,1,1989,1,2,9,51,3,4,1,6,3,1,1,1,7,3
365119628,1,1998,1,2,97,18,2,6,1,3,1,5,2,8,3,2
375959303,1,1989,1,2,97,26,2,6,1,6,5,5,2,6,2,2
311312224,1,1993,1,2,4,48,3,4,1,6,5,5,2,1,3,3
409254418,1,1999,1,1,10,37,3,4,2,2,3,5,2,2,7,3
404882155,1,2000,1,1,10,6,3,3,1,2,2,5,2,8,7,4
351981069,1,1990,1,2,4,55,4,4,1,3,2,5,2,1,2,2
377574910,1,1998,1,2,7,18,4,3,1,1,1,5,2,2,1,2
416586806,1,2000,1,2,8,18,1,2,2,3,2,5,2,8,7,2
389946710,1,1989,1,2,2,42,3,4,1,1,1,5,2,8,2,1
366948854,1,1990,1,2,97,36,3,3,1,2,1,5,2,4,1,1
404394465,1,1996,1,1,2,51,4,4,2,5,3,5,2,1,7,3
397116607,1,1996,1,2,1,18,2,7,1,4,1,5,2,7,2,2
378862749,1,1999,1,2,8,48,3,5,2,4,3,5,2,8,7,3
404385386,1,1997,1,2,97,39,1,1,1,3,3,5,2,1,7,2
347265869,1,1996,1,2,3,39,2,7,1,3,3,2,2,3,7,2
392946791,1,1996,1,2,2,6,4,3,1,1,1,5,2,1,1,4
379687370,1,1989,1,2,5,22,2,6,1,3,3,5,2,1,2,3
327664553,1,1997,1,2,1,12,1,2,1,3,1,5,2,1,2,3
418737122,1,2000,1,2,2,51,2,7,1,4,4,5,2,8,7,3
396204801,1,1997,1,2,97,39,3,3,1,3,4,5,2,4,3,2
408403260,1,1996,1,1,4,12,3,4,2,2,2,5,2,1,7,3
402865098,1,1995,1,2,5,12,1,2,1,2,2,5,2,2,1,3
373887716,1,1999,1,2,4,26,1,2,1,1,1,5,2,2,7,2
384980441,1,1995,1,2,97,17,3,3,1,3,1,5,2,7,1,2
411294477,1,2000,1,2,10,48,3,4,2,5,2,5,2,8,7,3
321575946,1,1993,1,2,5,56,4,4,1,3,2,5,2,4,3,4
383824818,1,1997,1,2,97,37,3,5,1,5,5,5,2,4,2,3
396972372,1,1997,1,2,8,48,2,6,1,3,3,5,2,8,2,3
323163056,1,1998,1,2,97,24,2,7,1,4,2,5,2,8,2,3
379655940,1,1999,1,1,97,26,3,3,2,1,4,5,2,2,7,2
383221824,1,1994,1,2,16,12,3,5,1,3,1,5,2,8,1,3
390152237,1,1993,1,2,4,12,2,6,2,3,2,5,2,3,7,3
373264807,1,1995,1,2,3,19,1,2,1,2,2,5,2,2,4,2
351676954,1,1994,1,2,3,39,1,1,1,2,1,5,2,1,1,2
394325448,1,1989,1,2,4,36,1,1,1,1,1,5,2,1,1,1
395007437,1,1995,1,2,16,12,3,4,2,3,4,5,2,1,7,3
383686568,1,1998,1,2,97,36,3,3,1,1,1,5,2,8,1,1
405700882,1,1996,1,2,97,6,3,3,1,3,2,5,2,8,1,4
382336009,1,1992,1,2,9,20,2,6,1,4,1,5,2,2,2,2
411607517,1,1998,1,2,2,6,5,5,1,4,2,5,2,4,2,4
377587727,1,1991,1,1,11,25,1,1,1,1,1,5,2,2,1,1
383847876,1,1992,1,2,5,48,2,7,2,4,1,5,2,1,7,3
371643278,1,1996,1,2,4,36,2,7,1,1,2,3,1,2,1,1
378048670,1,1996,1,2,5,6,2,6,1,4,2,5,2,1,3,4
285185361,1,1989,1,2,3,36,2,7,1,4,1,5,2,2,2,1
411550229,1,1997,1,2,5,36,2,6,2,3,3,5,2,5,7,1
379486442,1,1991,1,1,3,47,2,6,1,4,1,5,2,4,2,3
345372859,1,2000,1,1,10,51,1,1,1,1,1,5,2,8,1,3
407322838,1,1999,1,1,5,13,3,3,2,2,4,5,2,8,2,3
407573424,1,1995,1,2,1,17,3,8,1,6,5,5,2,4,7,2
409790275,1,1996,1,1,1,18,3,3,1,3,2,5,2,2,7,2
409203780,1,1995,1,1,1,13,1,1,1,1,2,5,2,8,1,3
363985628,1,1999,1,2,8,13,2,7,1,5,1,5,2,2,7,3
306437067,1,1992,1,2,97,24,3,4,1,6,1,5,2,3,7,3
401548293,1,1997,1,2,97,51,1,2,2,2,1,5,2,8,7,3
411433994,1,1998,1,1,1,18,3,4,1,1,2,5,2,2,7,2
379709091,1,1991,1,2,97,55,2,7,1,5,2,1,2,1,2,2
401550547,1,2000,1,2,97,34,5,8,2,6,1,5,2,8,7,1
360798836,1,1991,1,2,1,33,5,4,1,6,5,1,1,2,7,1
360176830,1,1990,1,1,9,53,3,5,1,3,1,5,2,1,2,4
392824333,1,1995,1,2,97,49,1,1,2,3,2,5,2,4,7,4
404116313,1,1995,1,2,10,6,3,3,1,2,2,1,2,2,4,4
368408753,1,1990,1,2,97,51,5,4,1,6,4,5,2,8,2,3
340690706,1,1989,1,1,3,48,2,6,1,6,4,5,2,1,2,3
391616077,1,1992,1,2,3,48,1,1,1,2,1,5,2,2,7,3
383998103,1,1998,1,1,97,12,3,3,1,1,1,5,2,7,7,3
352816127,1,1991,1,2,3,6,1,2,1,2,2,5,2,2,1,4
391699559,1,1992,1,2,4,42,1,1,3,2,1,5,2,1,7,1
410267381,1,1997,1,2,1,42,1,1,1,1,1,5,2,2,1,1
343492372,1,1993,1,2,5,29,3,4,1,4,1,5,1,1,2,2
379522478,1,1992,1,1,1,42,1,2,1,6,1,5,2,4,1,1
380278548,1,2000,1,1,6,34,2,7,1,4,1,5,2,8,7,1
327877976,1,1989,1,2,4,36,3,3,1,2,2,5,2,7,1,1
390369671,1,1999,1,2,97,29,2,6,1,5,3,5,2,2,7,2
351272172,1,1999,1,2,7,42,1,1,2,1,1,5,2,8,7,1
373882242,1,2000,1,1,10,4,4,5,2,4,2,5,2,8,7,4
375156949,1,1998,1,3,7,47,1,1,1,2,2,1,1,5,1,3
392487339,1,1999,1,3,97,8,1,1,1,1,2,5,1,1,1,4
332836972,1,1996,1,3,1,17,5,8,3,4,5,6,2,3,7,2
361506102,1,1995,1,3,9,17,1,2,1,1,1,5,2,9,4,2
344011730,1,1996,1,3,12,27,3,5,1,4,1,5,2,8,2,2
148779427,1,1989,1,3,97,6,1,2,1,2,1,5,2,3,1,4
391116557,1,1999,1,3,8,37,1,1,1,1,1,5,2,2,7,3
308192107,1,1989,1,3,9,27,2,7,1,5,1,1,2,1,2,2
380633490,1,1998,1,3,97,36,3,5,1,3,1,5,2,8,6,1
334249838,1,1997,1,3,97,12,3,3,1,1,1,5,2,3,4,3
419507297,1,2000,1,4,5,26,2,6,2,3,2,5,2,8,2,2
384349405,1,1998,1,3,7,37,3,5,1,4,1,5,2,8,2,3
289592442,1,1990,1,3,97,29,4,5,1,4,1,5,2,1,2,2
321488236,1,1994,1,3,97,4,3,4,1,5,1,5,2,2,6,4
367886581,1,1995,1,3,2,33,3,4,1,1,1,1,2,3,2,1
324941644,1,1995,1,4,4,26,1,1,1,1,1,5,2,8,1,2
333026147,1,1996,1,3,16,6,4,3,1,1,1,1,2,8,1,4
376285755,1,1993,1,3,1,16,2,7,1,4,1,5,2,8,2,4
354569067,1,1999,1,3,10,19,4,5,1,3,1,5,2,8,7,2
422992884,1,2000,1,3,2,36,5,4,1,6,3,5,2,8,2,1
386343145,1,1998,1,3,97,42,3,3,1,2,1,5,2,8,7,1
374739658,1,1997,1,3,97,6,2,6,1,4,2,5,2,8,2,4
369241242,1,1997,1,3,97,13,2,7,1,5,1,5,2,8,2,3
414680230,1,1999,1,3,7,21,2,6,1,4,1,5,2,8,7,3
400977604,1,1999,1,3,12,49,3,5,2,4,3,5,2,2,7,4
360847689,1,1994,1,3,16,9,2,6,1,3,1,5,2,8,1,1
158751788,1,1991,1,4,2,27,1,1,1,2,3,5,2,1,1,2
360291770,1,1998,1,3,31,39,2,7,1,3,1,5,2,8,6,2
303523674,1,1996,1,3,14,24,4,3,1,1,1,5,2,8,1,3
379152773,1,1998,1,3,11,17,1,1,1,2,4,5,2,8,1,2
345475633,1,1991,1,4,9,51,1,1,1,1,1,5,2,2,1,3
368015766,1,1998,1,3,97,24,1,2,1,1,1,5,2,8,1,3
370656264,1,1995,1,4,4,19,3,5,1,3,3,5,2,1,2,2
354890479,1,1996,1,4,97,16,2,7,1,4,1,5,2,1,5,4
316267230,1,1991,1,3,31,26,1,1,1,1,1,6,2,4,1,2
359542980,1,1999,1,3,97,36,1,1,1,1,1,5,2,8,7,1
353670519,1,1994,1,3,97,41,3,4,1,1,1,5,2,8,1,4
288276316,1,1995,1,3,97,21,2,7,1,5,1,5,2,8,2,3
372042936,1,1993,1,4,4,9,4,3,1,1,2,6,1,4,7,1
443636752,1,2000,1,3,2,36,1,1,2,5,1,4,2,1,2,1
304862221,1,1989,1,3,97,25,1,1,1,1,1,5,2,8,1,1
352971156,1,1996,1,3,10,48,2,7,1,4,1,5,2,8,2,3
360027625,1,1995,1,3,97,27,1,1,1,2,1,5,2,1,1,2
385901102,1,1998,1,3,3,36,3,3,1,1,2,6,2,9,1,1
385615376,1,1998,1,3,8,37,3,3,1,2,1,5,2,1,7,3
281281664,1,1991,1,3,3,12,1,2,1,2,1,5,2,6,1,3
364984983,1,1997,1,3,10,13,3,3,1,3,2,5,2,1,1,3
367282642,1,2000,1,4,97,48,3,4,1,3,1,1,2,5,1,3
305870942,1,1989,1,3,2,41,1,1,1,2,2,3,2,1,1,4
408583699,1,1999,1,3,97,34,1,1,2,1,1,5,2,8,7,1
318820732,1,1989,1,3,3,6,2,7,1,5,3,1,2,1,2,4
364589105,1,1993,1,4,97,6,2,6,1,4,2,5,2,8,2,4
323087351,1,1998,1,3,10,18,1,1,1,1,2,5,2,8,1,2
414121826,1,1999,1,3,97,25,1,1,2,1,2,5,2,8,7,1
323191784,1,1995,1,3,97,5,4,4,1,3,1,5,2,3,7,3
369288387,1,1995,1,3,97,8,4,3,1,1,1,5,2,2,1,4
323166920,1,1995,1,3,97,36,3,4,1,3,1,5,2,8,6,1
379318974,1,1993,1,3,3,26,1,1,1,1,1,5,2,8,1,2
369632654,1,1998,1,3,14,6,3,3,1,2,1,5,2,8,1,4
142708677,1,1990,1,3,3,37,4,5,1,3,1,5,2,4,3,3
379683632,1,1998,1,3,2,8,4,4,1,6,1,5,2,8,6,4
303714970,1,1989,1,4,2,48,4,3,1,3,2,6,2,6,4,3
332202170,1,1995,1,4,6,12,2,7,1,4,1,5,2,8,2,3
303023265,1,1997,1,3,15,6,1,1,1,1,1,5,2,8,4,4
356516453,1,1995,1,3,3,42,3,3,1,2,1,5,2,4,1,1
354456640,1,1993,1,3,97,34,3,3,1,1,1,5,2,4,4,1
313960933,1,1994,1,4,97,25,2,6,1,3,1,5,2,8,3,1
291285133,1,1990,1,3,4,36,3,4,1,3,2,5,2,1,3,1
333517316,1,1995,1,3,13,39,3,3,1,1,1,5,2,8,1,2
313630211,1,1992,1,3,4,48,3,4,1,6,1,5,2,1,3,3
331110429,1,1997,1,3,2,48,2,6,1,3,1,5,2,8,2,3
360589312,1,1992,1,3,7,36,4,5,1,4,1,1,1,1,2,1
375274437,1,1997,1,3,11,6,3,3,1,2,2,5,2,2,1,4
344606205,1,1998,1,3,8,27,3,4,1,1,2,5,2,8,7,2
366366090,1,1997,1,3,97,36,3,5,1,5,1,5,2,8,6,1
301966314,1,1997,1,3,97,12,2,7,1,4,1,5,2,8,2,3
355853098,1,1997,1,3,97,46,3,3,1,3,1,5,2,8,1,2
372872772,1,1993,1,3,8,41,1,1,1,2,1,5,2,8,1,4
327926157,1,1995,1,3,5,24,1,1,1,2,1,5,2,1,1,3
377908362,1,1993,1,3,1,37,3,3,1,3,3,5,2,8,7,3
349775369,1,1997,1,3,97,26,3,3,1,3,1,5,2,1,2,2
395657044,1,1999,1,4,97,8,3,4,1,3,4,5,2,8,7,4
375784933,1,1999,1,3,7,17,3,4,1,5,2,5,2,4,7,2
354586518,1,1998,1,3,97,17,5,8,1,6,3,5,2,8,2,2
372672145,1,1993,1,3,2,55,1,1,1,1,1,5,2,8,1,2
414761150,1,1999,1,3,97,26,5,8,1,6,4,5,2,8,7,2
307774011,1,1989,1,4,8,39,2,7,1,5,2,1,2,1,2,2
318616269,1,1992,1,3,5,8,2,6,1,4,1,5,2,1,2,4
379693691,1,1998,1,3,97,36,1,1,1,1,1,5,2,8,1,1
329020495,1,1991,1,3,4,53,1,1,1,2,2,5,2,1,1,4
369690915,1,1997,1,3,97,10,2,7,1,5,1,5,2,8,2,3
149886302,1,1991,1,4,4,21,3,5,1,4,1,5,2,1,2,3
340994016,1,1993,1,3,16,34,1,1,1,2,1,5,2,8,1,1
328832006,1,1992,1,4,2,18,4,3,1,1,1,5,2,2,4,2
281224943,1,1991,1,3,3,26,3,3,1,3,1,1,2,1,1,2
372274440,1,1994,1,3,10,34,2,7,1,5,1,5,2,8,2,1
332580289,1,1992,1,3,1,41,3,3,1,2,1,5,2,9,3,4
348376447,1,1996,1,3,11,39,3,8,1,6,5,5,2,8,2,2
371099714,1,1998,1,3,97,42,3,4,1,3,1,5,2,8,3,1
342532980,1,1992,1,3,7,34,3,4,1,3,4,5,2,8,1,1
350463315,1,1992,1,3,8,41,2,7,1,4,1,5,2,8,2,4
341231099,1,1991,1,3,9,12,2,7,1,5,1,5,2,2,2,3
376483372,1,1997,1,3,8,4,1,1,1,1,1,5,2,8,1,4
302959033,1,1992,1,3,97,51,4,3,1,3,2,5,2,1,3,3
301706516,1,1989,1,3,4,53,1,1,1,2,1,5,2,1,1,4
368916729,1,2000,1,3,97,48,3,3,2,3,2,5,2,2,7,3
386626421,1,1998,1,4,3,17,1,1,1,3,2,5,2,1,2,2
381573954,1,1993,1,3,10,48,3,3,1,1,1,5,2,1,4,3
401103142,1,1999,1,3,8,55,3,3,1,1,1,5,2,8,7,2
301529661,1,1991,1,4,3,42,5,8,1,3,2,6,1,1,2,1
355204226,1,1996,1,3,7,21,3,3,1,2,1,5,2,1,1,3
377899185,1,1999,1,3,97,27,4,5,2,5,4,5,2,8,7,2
370081018,1,1994,1,3,97,42,1,1,1,2,1,5,2,8,1,1
372634485,1,1997,1,3,31,47,1,1,1,1,1,5,2,8,1,3
346386151,1,1993,1,4,6,12,1,1,1,1,1,5,2,6,1,3
373154466,1,1994,1,3,97,48,5,3,1,1,1,5,2,8,1,3
313778947,1,1992,1,3,97,6,4,5,1,5,2,5,2,9,6,4
303445407,1,1992,1,5,8,12,2,7,1,4,1,5,2,8,2,3
330134230,1,1991,1,5,4,6,1,1,1,1,2,5,2,8,1,4
359766924,1,1995,1,5,97,4,2,6,1,4,1,5,2,1,2,4
283585714,1,1990,1,5,5,48,2,7,1,4,1,1,2,1,3,3
350306102,1,1996,1,5,8,48,2,7,1,4,1,5,2,8,6,3
356878941,1,1995,1,5,8,42,2,7,1,4,1,5,2,1,6,1
308265096,1,1993,1,5,10,36,2,6,1,4,1,5,2,1,6,1
298371751,1,1995,1,5,97,53,3,3,1,2,1,5,2,1,1,4
287583799,1,1989,1,5,7,41,3,4,1,3,1,1,1,1,1,4
342824796,1,1997,1,5,10,37,1,1,1,1,1,5,2,1,1,3
159063631,1,1989,1,5,5,26,1,1,1,2,1,5,2,1,1,2
283997531,1,1991,1,5,5,18,4,5,1,4,1,5,2,1,3,2
301437457,1,1992,1,5,9,48,3,3,2,3,2,5,2,1,7,3
293022218,1,1989,1,5,2,39,1,1,1,2,1,5,2,1,1,2
318613798,1,1993,1,5,3,34,1,1,1,2,1,5,2,1,1,1
370430689,1,1995,1,5,14,29,1,1,1,2,1,5,2,8,1,2
304810638,1,1991,1,5,5,27,1,1,1,2,1,5,2,1,1,2
335325024,1,1995,1,5,97,36,3,4,1,3,1,5,2,1,2,1
356597065,1,1994,1,5,6,11,4,3,1,1,1,5,2,1,1,3
281181746,1,1989,1,5,97,9,2,6,1,3,4,5,2,1,1,1
318626594,1,1991,1,5,4,48,1,1,1,1,1,5,2,8,1,3
351374288,1,1994,1,5,10,47,3,3,1,3,1,5,2,8,1,3
297578000,1,1991,1,5,1,33,1,1,1,1,1,5,2,1,1,1
320420813,1,1991,1,5,5,36,3,8,1,3,2,5,2,9,7,1
143204564,1,1990,1,5,16,42,3,3,1,2,1,1,2,8,1,1
133738989,1,1989,1,5,9,25,3,4,1,3,1,5,2,1,1,1
293159152,1,1990,1,5,4,36,1,1,1,1,4,5,2,1,1,1
289768688,1,1993,1,5,4,29,2,6,1,3,1,5,2,1,1,2
132481390,1,1989,1,5,5,39,3,4,1,3,2,5,2,1,3,2
316729342,1,1992,1,5,97,42,3,8,3,6,5,5,2,1,7,1
317757950,1,1991,1,5,97,26,1,1,1,2,1,5,2,2,1,2
394578610,1,1996,1,5,3,12,3,4,1,3,1,5,2,8,3,3
332954831,1,1994,1,5,97,12,1,1,1,1,1,5,2,8,1,3
352336067,1,1994,1,5,4,17,1,1,1,1,1,5,2,1,1,2
294482327,1,1991,1,5,4,27,1,1,1,1,1,5,2,1,1,2
367908043,1,1995,1,5,8,42,1,2,1,3,4,5,2,2,7,1
157508021,1,1997,1,5,97,36,2,7,1,4,3,1,2,1,2,1
318976657,1,1993,1,5,97,25,2,7,1,5,1,5,2,1,3,1
320056414,1,1991,1,5,6,51,1,2,2,3,2,5,2,1,7,3
317594381,1,1991,1,5,6,18,3,3,1,3,1,5,2,1,1,2
352338888,1,1995,1,5,97,48,3,4,1,3,1,5,2,1,3,3
316716203,1,1992,1,5,10,39,2,7,1,4,1,5,2,4,2,2
325293954,1,1991,1,5,97,36,5,4,1,6,2,5,2,1,7,1
296887429,1,1993,1,5,11,48,3,4,1,2,4,5,2,4,1,3
397873013,1,1996,1,5,16,17,1,1,1,2,1,5,2,8,1,2
339961229,1,1995,1,5,11,6,1,1,1,1,1,5,2,3,1,4
382876542,1,1996,1,5,1,12,1,1,1,1,1,5,2,4,1,3
286021364,1,1990,1,5,6,49,1,1,1,3,1,5,2,9,1,4
300571795,1,1994,1,5,4,27,3,5,1,4,1,1,2,2,3,2
156412780,1,1990,1,5,8,17,3,5,1,4,2,5,2,1,2,2
301369949,1,1992,1,5,3,8,3,3,1,3,1,5,2,8,1,4
287421938,1,1990,1,5,3,12,3,4,1,4,2,1,2,2,3,3
323269421,1,1994,1,5,14,42,1,1,1,1,1,5,2,1,1,1
148992626,1,1992,1,5,4,6,1,1,1,2,1,5,2,4,1,4
321754236,1,1991,1,6,11,48,3,3,1,3,1,1,2,1,1,3
149400733,1,1990,1,6,4,51,1,1,1,1,1,5,2,1,1,3
158564314,1,1990,1,6,5,32,4,3,1,1,1,5,2,1,1,4
307837263,1,1990,1,6,11,51,3,5,1,3,2,5,2,1,3,3
296411009,1,1992,1,6,16,12,2,6,1,4,2,5,2,8,3,3
137605474,1,1989,1,6,15,11,1,1,1,1,1,5,2,1,1,3
297904186,1,1992,1,6,12,18,1,1,1,1,1,5,2,8,6,2
316952285,1,1991,1,6,10,36,2,6,1,4,1,5,2,8,7,1
312952051,1,1992,1,6,5,20,1,1,1,1,1,5,2,1,1,2
305445867,1,1991,1,6,97,51,3,4,1,3,1,5,2,1,1,3
365480268,1,1988,1,2,4,39,2,6,1,4,3,5,1,1,2,2
300345023,1,1975,1,2,3,12,2,7,1,5,1,5,2,4,2,3
334122872,1,1975,1,1,97,45,2,6,3,6,5,3,2,5,7,3
280934499,1,1977,1,2,5,6,3,3,1,1,2,6,2,2,1,4
322242101,1,1979,1,2,7,2,4,4,1,3,1,6,2,9,6,4
308631217,1,1980,1,2,97,13,2,7,1,6,5,5,2,6,2,3
346121320,1,1980,1,2,5,42,2,6,1,4,1,5,2,2,2,1
315455937,1,1974,1,2,5,12,3,4,1,5,3,5,2,1,1,3
150146436,1,1975,1,2,7,55,2,7,1,5,1,1,1,1,2,2
400367239,1,1988,1,2,6,25,3,4,2,1,4,5,2,4,7,1
280893472,1,1977,1,1,9,53,2,7,1,5,1,1,1,8,2,4
140839705,1,1984,1,2,5,56,3,5,1,3,1,5,2,1,6,4
308651321,1,1974,1,2,2,27,2,7,1,3,1,1,1,6,2,2
358120552,1,1988,1,2,1,8,3,4,3,3,4,5,2,2,7,4
355286483,1,1983,1,2,6,28,2,7,1,5,1,1,2,4,7,3
391581000,1,1987,1,2,6,42,2,6,2,3,5,6,2,1,7,1
394937703,1,1988,1,2,97,35,3,3,1,2,2,5,2,7,1,4
334632507,1,1974,1,2,3,36,3,4,2,3,1,1,1,6,7,1
311778151,1,1988,1,2,97,47,5,8,1,2,3,5,2,1,7,3
374455626,1,1978,1,2,3,39,5,8,3,6,5,1,1,1,7,2
298192474,1,1975,1,2,3,19,1,1,1,1,2,5,1,2,1,2
313193425,1,1981,1,2,5,37,2,6,1,3,2,1,2,1,2,3
281322733,1,1974,1,2,1,36,3,4,2,3,3,1,2,1,7,1
342814576,1,1988,1,1,97,6,5,8,3,6,5,1,2,2,7,4
323074954,1,1982,1,2,9,6,4,4,1,5,2,1,1,1,3,4
316266166,1,1985,1,1,97,22,1,1,1,2,1,5,2,2,1,3
345556371,1,1980,1,2,97,39,1,2,1,3,1,5,2,4,2,2
337184882,1,1987,1,2,6,44,1,2,1,2,1,5,2,1,1,1
328463715,1,1975,1,2,97,26,3,4,1,2,1,5,2,6,7,2
287572501,1,1986,1,2,97,53,5,8,1,6,5,5,2,9,6,4
310626938,1,1980,1,2,5,4,2,7,2,6,3,1,1,1,7,4
313799779,1,1983,1,2,3,29,3,4,2,4,3,3,2,1,7,2
376843844,1,1983,1,1,2,25,3,4,1,6,4,1,1,7,2,1
142483487,1,1977,1,2,8,39,3,3,1,2,1,3,1,1,2,2
320489399,1,1985,1,2,1,36,5,4,2,6,5,5,2,6,7,1
328089495,1,1988,1,2,97,35,3,4,1,3,1,5,2,2,3,4
345691009,1,1985,1,2,12,39,1,1,1,1,1,1,2,2,1,2
368454659,1,1985,1,2,3,28,5,4,2,6,3,5,2,7,7,3
347317235,1,1979,1,1,2,32,2,7,1,4,1,2,2,6,2,4
329122387,1,1985,1,2,6,22,3,4,2,3,4,5,2,4,7,3
154637195,1,1978,1,2,8,34,1,1,1,3,1,5,2,1,1,1
349466326,1,1985,1,1,2,37,2,6,2,1,3,5,1,6,7,3
364878254,1,1987,1,2,8,29,1,1,1,2,2,1,1,1,1,2
338941525,1,1975,1,2,2,51,1,1,2,1,2,5,2,4,7,3
303224865,1,1976,1,2,10,13,2,7,1,4,1,1,2,1,2,3
281168845,1,1985,1,2,5,39,2,7,1,5,4,1,1,1,2,2
133210398,1,1974,1,1,1,27,3,4,1,3,1,5,1,6,2,2
381170831,1,1982,1,2,5,42,1,2,1,3,3,5,2,1,2,1
369173125,1,1978,1,1,2,31,1,1,1,1,1,6,1,3,1,2
151831714,1,1979,1,2,6,54,1,1,1,2,1,5,2,1,1,3
280401134,1,1982,1,2,4,18,2,7,1,5,1,5,2,1,2,2
333399863,1,1974,1,2,7,12,1,2,1,2,1,1,2,7,1,3
159250776,1,1984,1,2,8,39,3,4,1,2,2,5,2,4,1,2
361884879,1,1979,1,2,8,33,1,2,1,2,1,4,1,1,1,1
393360169,1,1988,1,2,2,8,2,6,1,4,4,1,1,7,2,4
371467767,1,1987,1,2,97,51,4,5,1,4,2,3,2,1,2,3
327654025,1,1976,1,2,2,39,3,3,1,4,4,5,2,6,1,2
159047797,1,1978,1,2,10,12,3,5,1,4,2,1,1,1,6,3
285125791,1,1978,1,2,8,39,3,4,1,4,1,1,1,1,2,2
327388634,1,1975,1,2,3,29,2,6,1,4,1,1,2,2,2,2
149038917,1,1983,1,2,7,24,2,7,1,5,2,1,1,1,2,3
330450042,1,1983,1,2,6,36,2,6,1,3,2,5,2,2,7,1
334289129,1,1979,1,2,1,39,3,4,1,6,5,3,2,6,1,2
149905923,1,1981,1,1,1,6,1,1,1,2,2,6,2,1,1,4
283586715,1,1980,1,2,8,53,2,7,1,5,1,6,1,1,6,4
372907170,1,1983,1,1,1,21,5,4,1,3,5,3,1,2,7,3
321820421,1,1979,1,2,3,1,2,7,1,3,2,1,2,1,2,3
315154874,1,1974,1,2,5,48,3,4,1,4,1,1,2,1,2,3
314093471,1,1975,1,2,7,54,3,3,1,6,1,1,1,4,7,3
298426386,1,1980,1,2,5,55,3,5,2,3,1,5,2,6,7,2
147219484,1,1979,1,2,10,4,2,7,1,4,1,1,1,1,2,4
386901248,1,1987,1,2,6,21,1,1,1,1,1,6,2,1,1,3
144092976,1,1975,1,2,5,42,2,7,1,4,1,1,1,1,6,1
280552880,1,1976,1,2,97,6,4,4,1,6,2,1,2,7,6,4
